p09_2,p134e,p70,p35,p09_3,p140,p58,p62g,p126p,p151,p15,p06,p40m,p40,p134c,p128b,p138,p66,p115,p34_f,p134i,p128a,p23,p130c_11,p116,p33_f,p62h,p117,p113,p134f,p134h,p93,p139,p113_11,CIUO2,p130b,p130d,p98,p86,p68,p13,p05,p53,p43m,p43,p46,p133,p64,p38_11,p38m_11,p54,p136,p76,OBJ_pobre_a_rico,OBJ_pobre_a_rico_cluster,OBJ_pobre_a_rico_n_clusters,OBJ_pobre_a_rico_ponderador_mean,OBJ_rico_a_pobre_cluster,OBJ_rico_a_pobre_n_clusters,OBJ_rico_a_pobre_ponderador_mean,OBJ_rico_a_pobre,OBJ_siguie_siendo_rico_cluster,OBJ_siguie_siendo_rico_n_clusters,OBJ_siguie_siendo_rico_ponderador_mean,OBJ_siguie_siendo_rico,OBJ_siguie_siendo_pobre_cluster,OBJ_siguie_siendo_pobre_n_clusters,OBJ_siguie_siendo_pobre_ponderador_mean,OBJ_siguie_siendo_pobre,OBJ_sigue_siendo_clase_media_cluster,OBJ_sigue_siendo_clase_media_n_clusters,OBJ_sigue_siendo_clase_media_ponderador_mean,OBJ_sigue_siendo_clase_media,OBJ_clase_media_a_rico_cluster,OBJ_clase_media_a_rico_n_clusters,OBJ_clase_media_a_rico_ponderador_mean,OBJ_clase_media_a_rico,OBJ_clase_media_a_pobre_cluster,OBJ_clase_media_a_pobre_n_clusters,OBJ_clase_media_a_pobre_ponderador_mean,OBJ_clase_media_a_pobre,OBJ_subieron_cluster,OBJ_subieron_n_clusters,OBJ_subieron_ponderador_mean,OBJ_subieron,OBJ_bajaron_cluster,OBJ_bajaron_n_clusters,OBJ_bajaron_ponderador_mean,OBJ_bajaron
11.0,2,3.0,1,8.0,5.0,3.0,1,0,8,1.0,1,1.0,1.0,2,2,1.0,2.0,1.0,0,2,2,26.0,11.0,6.0,1,1,2.0,2.0,1,1,2.0,2.0,13.0,9613.0,2,2,12.0,35.0,1,3.0,35.0,1,3.0,3.0,1.0,5,16.0,70.0,62.0,35,0,35,0,325.0,98,5.111888578051352,39.0,86,5.090422058442675,0,43.0,64,6.2398005060937205,0,31.0,71,5.3920468777082,0,35.0,113,6.976788047066273,0,380.0,104,5.138683058388522,0,281.0,107,5.167299839860768,0,80.0,88,7.141554920005394,1,153.0,37,7.624734562425479,0
6.0,2,2.0,1,7.0,4.0,5.0,1,0,6,2.0,2,2.0,1.0,1,2,1.0,2.0,2.0,1,1,2,25.0,11.0,6.0,0,1,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,19.0,45.0,2,3.0,40.0,4,2.0,2.0,1.0,3,15.0,76.0,65.0,8,35,0,0,250.0,105,5.108341383130957,7.0,86,5.090262338002611,0,524.0,52,5.209720190930347,0,183.0,72,5.623155485895973,0,104.0,108,7.0287979674612435,0,265.0,103,5.121607054870579,0,281.0,104,5.191416043094463,0,80.0,86,7.839286677887024,0,228.0,12,7.1758954631738225,0
1.0,1,3.0,1,8.0,2.0,5.0,1,0,8,1.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,2,2,9.0,11.0,1.0,0,1,2.0,2.0,1,1,3.0,2.0,13.0,3322.0,2,2,17.0,48.0,1,2.0,36.0,1,2.0,2.0,1.0,4,17.0,66.0,68.0,35,35,35,0,273.0,100,5.118667816066624,39.0,85,5.095207332779828,0,379.0,53,5.425843607192424,0,314.0,74,5.538877361085735,0,83.0,113,7.016425144561299,1,307.0,104,5.149796988386911,0,281.0,107,5.178601681784942,0,80.0,87,7.696215684097696,0,365.0,14,7.054499928533886,0
5.0,1,3.0,2,8.0,5.0,5.0,2,0,7,1.0,2,2.0,2.0,1,2,1.0,2.0,1.0,0,2,2,16.0,11.0,6.0,0,2,2.0,2.0,2,2,2.0,2.0,13.0,6114.0,2,2,10.0,48.0,1,2.0,56.0,7,2.0,2.0,1.0,2,8.0,90.0,95.0,0,0,11,0,250.0,106,5.117677286192466,39.0,84,5.095518381910107,0,103.0,52,5.170513348483628,0,142.0,80,6.194547006500376,1,169.0,123,6.939167400059846,0,265.0,95,5.122644821015965,0,87.0,106,5.230363906815717,0,12.0,88,8.112499712965285,0,83.0,8,6.104605165148137,0
5.0,2,3.0,1,7.0,5.0,5.0,2,0,7,6.0,2,2.0,2.0,1,2,1.0,2.0,2.0,0,2,2,24.0,11.0,6.0,0,2,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,18.0,45.0,2,4.0,26.0,7,2.0,2.0,1.0,2,15.0,52.0,42.0,0,0,0,0,250.0,103,5.0995661038109175,372.0,84,5.096821599832998,0,37.0,50,5.222185784837386,0,157.0,73,6.002892622613869,1,105.0,115,7.0037029693649275,0,267.0,101,5.104900662048045,0,369.0,111,5.293990149136194,0,113.0,86,7.335898784217691,0,254.0,51,7.684528282877471,0
4.0,2,3.0,1,8.0,5.0,5.0,1,0,8,1.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,1,2,9.0,11.0,3.0,0,2,1.0,1.0,1,1,2.0,2.0,13.0,6114.0,2,2,18.0,45.0,1,6.0,36.0,7,6.0,8.0,1.0,6,18.0,58.0,59.0,0,0,1,0,325.0,97,5.100217334917091,39.0,84,5.099969977605287,0,238.0,53,6.201178324029672,0,301.0,74,5.369850872316266,0,105.0,109,6.9792873935321325,0,380.0,108,5.144557427877601,0,255.0,108,5.155252377931596,0,90.0,83,7.070679205684232,0,179.0,54,7.6230833242061244,1
5.0,2,3.0,2,8.0,5.0,5.0,2,0,6,1.0,1,2.0,2.0,1,2,1.0,1.0,2.0,0,2,2,24.0,11.0,6.0,0,2,2.0,2.0,2,2,2.0,2.0,13.0,6114.0,2,2,15.0,48.0,1,2.0,64.0,7,2.0,2.0,1.0,4,12.0,94.0,67.0,0,0,3,0,71.0,101,5.136478869800013,39.0,83,5.095244023473795,0,88.0,52,5.160004961023891,0,244.0,78,6.050094388348532,1,83.0,111,6.998479320949682,0,380.0,96,5.143812939870199,0,120.0,105,5.190113162741805,0,164.0,89,8.225755519809312,0,83.0,8,6.092027564984402,0
2.0,1,3.0,2,8.0,5.0,5.0,1,0,7,7.0,1,2.0,2.0,1,1,1.0,2.0,1.0,0,1,2,6.0,11.0,1.0,0,1,2.0,1.0,1,2,2.0,2.0,12.0,9121.0,2,2,13.0,45.0,2,10.0,64.0,5,2.0,2.0,1.0,7,41.0,97.0,97.0,35,0,0,0,26.0,102,5.177381851177997,39.0,85,5.094752902830541,0,580.0,49,5.673895851703695,0,266.0,75,5.523588671100466,0,105.0,113,6.975523243305617,0,285.0,106,5.227733303880297,0,291.0,98,5.140804321922731,0,122.0,98,8.315928356748119,1,250.0,8,6.376792946624301,0
8.0,2,3.0,2,8.0,5.0,5.0,2,0,6,1.0,1,2.0,2.0,2,2,1.0,2.0,1.0,0,1,2,15.0,11.0,1.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,9111.0,1,2,17.0,40.0,1,4.0,44.0,1,2.0,2.0,1.0,4,15.0,77.0,64.0,35,0,35,0,208.0,98,5.126689429746926,39.0,83,5.097802131698527,0,103.0,52,5.190770994264573,0,246.0,69,5.5667345407658555,0,83.0,111,7.034157900162622,0,380.0,101,5.149693468929543,0,281.0,107,5.1917581451167365,0,84.0,89,7.995943196696681,1,283.0,8,6.375667542109712,0
7.0,2,3.0,2,8.0,5.0,5.0,1,0,7,3.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,1,2,9.0,11.0,2.0,0,8,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,18.0,50.0,2,2.0,59.0,7,2.0,2.0,1.0,5,13.0,90.0,67.0,0,0,35,0,72.0,100,5.140553128594128,39.0,83,5.095888657161046,0,315.0,50,5.307328325158113,0,299.0,78,5.839720964972043,0,83.0,112,7.019090557126818,0,380.0,99,5.1545545638622485,0,120.0,106,5.18871862810622,0,80.0,88,8.184950563495308,1,333.0,8,6.202586518851256,0
9.0,2,3.0,2,8.0,5.0,5.0,1,0,6,1.0,1,1.0,2.0,2,2,1.0,2.0,2.0,0,1,2,9.0,11.0,1.0,1,1,2.0,1.0,1,1,2.0,2.0,12.0,6114.0,2,2,23.0,87.0,1,4.0,60.0,7,2.0,2.0,1.0,3,16.0,86.0,87.0,0,0,35,0,279.0,101,5.122949566393358,39.0,84,5.090452484862094,0,135.0,62,5.809819365269628,0,170.0,69,5.549664987773003,0,83.0,110,6.990601434823776,0,184.0,104,5.128322442374474,0,120.0,104,5.170182274100123,0,84.0,87,7.77690540862443,0,5.0,25,7.418264014986957,0
1.0,1,3.0,1,8.0,5.0,5.0,1,0,8,1.0,2,2.0,2.0,1,2,1.0,2.0,1.0,0,2,1,4.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,22.0,48.0,1,11.0,25.0,7,4.0,2.0,1.0,4,23.0,58.0,58.0,0,0,35,0,85.0,98,5.0941416936344845,39.0,87,5.097118536537875,0,273.0,54,5.826115737183975,0,35.0,75,5.318710896783171,0,169.0,112,7.000219815181866,0,160.0,109,5.1720811202203185,0,192.0,98,5.14051481704789,0,258.0,85,7.246771018377093,0,25.0,38,7.61263798606913,1
8.0,2,3.0,1,8.0,5.0,5.0,1,0,7,1.0,1,2.0,1.0,2,2,1.0,2.0,2.0,0,1,2,5.0,11.0,6.0,0,1,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,15.0,48.0,1,4.0,46.0,7,2.0,2.0,1.0,1,12.0,69.0,67.0,0,0,3,0,76.0,104,5.116360311037811,64.0,85,5.101551906513024,0,497.0,52,5.1946376458957095,0,144.0,79,6.058953714541818,1,104.0,120,6.981305519042665,0,300.0,101,5.12463104739737,0,193.0,108,5.238713731116779,0,55.0,88,7.720663227526774,0,336.0,9,6.587753152500854,0
8.0,1,3.0,1,8.0,6.0,5.0,2,0,6,6.0,2,2.0,2.0,1,2,2.0,1.0,2.0,0,2,2,31.0,11.0,2.0,0,1,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,17.0,45.0,2,2.0,28.0,7,2.0,2.0,1.0,3,12.0,70.0,63.0,0,35,0,0,250.0,103,5.10524573887468,372.0,87,5.095461240846942,0,441.0,52,5.184188610476992,0,261.0,79,5.964602901718896,0,83.0,110,7.01108277670247,0,265.0,99,5.113632617782227,0,284.0,106,5.209077580084371,0,164.0,88,7.846281576151589,1,254.0,23,7.454215608930254,0
11.0,1,3.0,1,8.0,5.0,5.0,1,0,7,1.0,2,2.0,2.0,2,2,1.0,2.0,2.0,0,1,2,5.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,19.0,40.0,1,2.0,42.0,7,98.0,98.0,1.0,4,13.0,60.0,57.0,0,0,35,0,250.0,100,5.095711167493305,39.0,84,5.0959026389656525,0,415.0,50,5.540284056119926,0,299.0,78,5.631708026876826,0,83.0,106,7.003319123940571,0,67.0,104,5.134792677138786,0,256.0,106,5.177346672184002,0,80.0,87,7.321285263140411,0,153.0,37,7.616887393243482,1
1.0,2,3.0,2,8.0,5.0,5.0,1,0,7,6.0,2,2.0,2.0,1,2,1.0,2.0,2.0,1,2,2,24.0,11.0,6.0,0,1,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,18.0,45.0,2,2.0,61.0,7,2.0,2.0,1.0,5,13.0,88.0,88.0,0,0,0,0,72.0,99,5.138928514790157,7.0,83,5.096759849123747,0,97.0,50,5.31446485805103,1,238.0,82,5.8463229567154515,0,83.0,109,7.002707891548583,0,307.0,96,5.15839226225551,0,2.0,106,5.184894258348865,0,80.0,88,8.215479330849398,0,349.0,8,6.295939945928275,0
7.0,1,3.0,2,8.0,5.0,5.0,1,0,6,2.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,1,2,9.0,11.0,1.0,0,1,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,17.0,40.0,1,4.0,26.0,7,4.0,4.0,1.0,5,16.0,50.0,47.0,0,0,1,0,325.0,97,5.098723398782809,39.0,86,5.096093795255802,0,485.0,51,5.703361436565143,0,301.0,74,5.392934407621496,0,83.0,110,7.006523028792904,0,80.0,104,5.134089607190368,0,283.0,107,5.189163662865785,0,215.0,83,7.100670997780189,0,135.0,87,7.6638725486099855,0
11.0,2,3.0,1,8.0,5.0,5.0,1,0,8,1.0,2,2.0,2.0,1,2,1.0,2.0,1.0,0,2,1,9.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,22.0,50.0,1,6.0,28.0,7,6.0,2.0,1.0,8,19.0,54.0,52.0,0,0,35,0,96.0,97,5.095670991129703,39.0,85,5.095398606721311,0,5.0,50,5.969006642944628,0,198.0,73,5.362494611976284,0,105.0,112,7.001947079200758,0,294.0,109,5.149060382357704,0,255.0,102,5.1565626912501195,0,196.0,86,7.206682479097851,0,224.0,80,7.818844627623301,1
8.0,1,3.0,2,9.0,5.0,7.0,1,0,7,1.0,2,2.0,2.0,1,2,5.0,2.0,1.0,0,1,2,9.0,11.0,1.0,0,2,2.0,1.0,1,2,2.0,2.0,11.0,4120.0,2,2,8.0,32.0,1,4.0,38.0,1,6.0,2.0,8.0,4,17.0,70.0,67.0,35,35,2,0,360.0,103,5.106151049083865,39.0,86,5.094314516542739,0,560.0,53,5.552525450795734,0,99.0,75,5.463862986084591,0,83.0,112,6.9797089925539115,0,380.0,104,5.143352006086827,0,281.0,107,5.177841926557664,0,196.0,85,7.53660383898595,0,327.0,19,7.350740127067019,0
7.0,2,1.0,1,8.0,1.0,5.0,2,0,6,1.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,2,2,7.0,10.0,6.0,0,2,2.0,2.0,1,1,2.0,2.0,13.0,9121.0,2,2,18.0,45.0,2,4.0,46.0,6,2.0,2.0,1.0,1,15.0,73.0,60.0,8,35,0,0,250.0,102,5.113115686480644,209.0,85,5.097171428571394,0,0.0,50,5.180963099732503,0,157.0,72,5.945197511866834,1,114.0,118,6.978805441977834,0,300.0,101,5.121327368749208,0,379.0,108,5.247356908445621,0,292.0,94,7.609858434600002,0,277.0,9,6.690213500791487,0
11.0,1,3.0,2,8.0,5.0,5.0,2,0,8,7.0,1,2.0,2.0,1,2,1.0,2.0,1.0,0,2,2,9.0,11.0,1.0,0,1,2.0,1.0,1,2,4.0,2.0,12.0,6114.0,2,2,16.0,45.0,2,6.0,62.0,7,2.0,2.0,1.0,3,21.0,90.0,90.0,0,0,0,0,264.0,105,5.12647198210082,39.0,84,5.097102404158774,0,588.0,52,5.303499081852555,0,147.0,70,5.606533430698215,0,105.0,112,7.005310547006991,0,118.0,102,5.168670804131139,0,120.0,104,5.15410825341311,0,126.0,95,8.229827611959537,0,250.0,8,6.3357632967033055,0
2.0,1,3.0,2,8.0,3.0,5.0,1,0,8,1.0,1,1.0,2.0,1,2,2.0,2.0,1.0,0,1,2,16.0,11.0,1.0,0,1,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,23.0,40.0,1,6.0,39.0,7,2.0,11.0,1.0,3,19.0,80.0,74.0,0,35,35,0,171.0,104,5.117964018012213,39.0,86,5.096754715750246,0,367.0,50,5.487175599025618,0,61.0,74,5.392270882613274,0,105.0,109,7.018442942803133,0,73.0,105,5.150288022997616,0,2.0,103,5.141913938173499,0,300.0,83,7.853668893790013,0,218.0,16,7.2804576245579735,1
7.0,1,3.0,2,8.0,5.0,5.0,2,0,7,1.0,2,2.0,2.0,1,2,5.0,2.0,2.0,0,2,2,10.0,11.0,6.0,0,1,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,30.0,20.0,1,3.0,44.0,7,98.0,2.0,1.0,2,16.0,56.0,59.0,0,35,2,0,250.0,103,5.089138438435794,39.0,83,5.096121528886246,0,307.0,51,5.369102265753934,0,157.0,74,5.758110869067733,0,105.0,115,6.98806390870824,0,27.0,103,5.120740904474478,0,379.0,108,5.2227246627769714,0,292.0,88,7.407731256546552,0,260.0,38,7.547636534715799,1
7.0,2,1.0,1,8.0,7.0,7.0,1,0,7,6.0,2,1.0,2.0,2,2,3.0,2.0,2.0,0,1,2,2.0,11.0,1.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,9211.0,2,2,14.0,45.0,2,2.0,26.0,1,2.0,2.0,1.0,2,13.0,56.0,58.0,35,35,0,0,74.0,106,5.097463809673507,372.0,86,5.089091004108288,0,524.0,50,5.244191934370011,0,142.0,79,6.014947520065446,0,440.0,116,7.000124692879661,0,242.0,105,5.105487615333751,0,95.0,110,5.2703659615224225,1,314.0,86,7.331006008611698,0,254.0,57,7.644395859738452,1
7.0,2,3.0,1,8.0,7.0,5.0,1,0,7,6.0,2,2.0,2.0,2,2,1.0,2.0,2.0,0,2,1,9.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,3322.0,2,2,18.0,45.0,2,6.0,28.0,3,4.0,4.0,1.0,9,18.0,54.0,55.0,35,35,0,0,250.0,98,5.093634083165412,68.0,86,5.098420752208495,0,231.0,52,6.0984123460165796,0,301.0,74,5.343587598265301,0,105.0,113,6.982479859987687,0,294.0,108,5.138471524503374,0,255.0,107,5.162115155193394,0,90.0,82,6.934305547114629,0,136.0,122,7.813734687065305,1
6.0,1,3.0,2,8.0,5.0,5.0,1,0,8,1.0,1,2.0,2.0,1,2,1.0,2.0,1.0,0,2,2,14.0,11.0,1.0,0,8,2.0,2.0,1,2,3.0,2.0,13.0,6114.0,2,2,18.0,60.0,1,2.0,40.0,7,2.0,2.0,1.0,3,10.0,84.0,58.0,0,0,35,0,250.0,102,5.111748630772564,39.0,86,5.095429385865019,0,524.0,50,5.236559653305936,0,283.0,81,5.761083535280282,0,83.0,114,7.018420704863026,1,265.0,104,5.113580100419002,0,256.0,109,5.192069846572946,0,164.0,89,7.813906158928545,0,228.0,9,6.768394316525002,0
8.0,1,3.0,1,8.0,5.0,5.0,1,0,5,1.0,2,2.0,8.0,1,2,1.0,1.0,1.0,0,1,2,16.0,11.0,6.0,0,1,2.0,2.0,1,2,3.0,2.0,13.0,9111.0,2,2,16.0,52.0,1,3.0,27.0,1,2.0,2.0,1.0,3,15.0,70.0,72.0,32,0,35,0,250.0,104,5.110843915138868,39.0,87,5.093280912018317,0,103.0,52,5.206999551312626,0,216.0,69,5.552983320660171,0,83.0,111,7.036244157274097,0,265.0,103,5.115638910330172,0,283.0,106,5.202241690600999,0,80.0,85,7.838958910135681,1,254.0,21,7.437737605313852,0
5.0,1,3.0,2,8.0,5.0,5.0,2,1,7,6.0,2,2.0,2.0,1,2,5.0,2.0,2.0,0,2,2,20.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,18.0,45.0,2,4.0,32.0,7,2.0,2.0,1.0,2,12.0,70.0,81.0,0,35,0,0,12.0,106,5.109841486360772,39.0,86,5.097698255968366,0,441.0,52,5.174468311608104,0,142.0,79,6.2426079905290335,1,105.0,117,6.996023920496723,0,388.0,99,5.123959138101965,0,95.0,109,5.250971189826804,0,215.0,87,7.808826051109416,0,104.0,10,6.8411737870932,0
11.0,1,3.0,2,8.0,5.0,5.0,1,0,8,1.0,1,8.0,2.0,1,2,1.0,2.0,2.0,0,2,1,17.0,11.0,1.0,0,2,2.0,1.0,1,2,2.0,2.0,13.0,6114.0,2,2,14.0,60.0,1,4.0,43.0,8,2.0,2.0,8.0,5,15.0,70.0,67.0,0,0,5,0,362.0,98,5.127933470835231,39.0,85,5.092321020084007,0,551.0,52,5.3507408022986125,0,250.0,73,5.561989619789365,0,83.0,110,7.020733651453176,0,151.0,100,5.1599746480341455,0,281.0,106,5.188513065173567,0,84.0,88,8.074685922539063,1,314.0,8,6.544095684430408,0
4.0,1,3.0,2,5.0,4.0,5.0,1,0,8,6.0,2,2.0,2.0,1,2,1.0,1.0,2.0,0,2,2,7.0,11.0,6.0,0,1,2.0,2.0,1,1,2.0,2.0,13.0,5246.0,2,2,20.0,30.0,1,2.0,54.0,3,2.0,2.0,1.0,1,6.0,70.0,67.0,35,35,2,0,250.0,107,5.1172896560632894,209.0,86,5.0986351180137754,0,70.0,52,5.202529347408628,0,162.0,79,6.200738686205987,1,268.0,122,6.9313927924116,0,265.0,100,5.123566593707627,0,90.0,103,5.232130854657789,0,12.0,90,7.964565493225589,0,333.0,8,6.16788962928761,0
7.0,2,3.0,2,8.0,5.0,5.0,2,0,7,1.0,1,2.0,2.0,1,2,1.0,2.0,1.0,0,1,2,16.0,11.0,1.0,0,2,2.0,1.0,1,1,1.0,2.0,12.0,6114.0,2,1,14.0,14.0,1,2.0,58.0,7,2.0,2.0,1.0,3,10.0,79.0,68.0,0,0,5,1,76.0,105,5.122261988315893,39.0,83,5.095591139503249,0,103.0,52,5.171707514551932,0,261.0,80,5.882338418597998,0,83.0,112,6.999541829846854,0,265.0,94,5.124019480930562,0,120.0,105,5.187686564798101,0,164.0,88,8.2533237142512,1,83.0,8,6.099945253240015,0
11.0,2,3.0,1,8.0,3.0,5.0,2,0,6,6.0,2,2.0,2.0,2,2,3.0,2.0,2.0,0,2,2,12.0,11.0,6.0,0,2,2.0,2.0,2,2,2.0,2.0,13.0,6114.0,2,2,18.0,45.0,2,6.0,36.0,7,2.0,2.0,1.0,2,18.0,66.0,62.0,0,35,0,0,250.0,103,5.099971194030507,39.0,85,5.097628857064997,0,446.0,51,5.317367699795569,0,157.0,72,5.898837251412963,1,105.0,116,7.003311394486254,0,97.0,105,5.123629937638024,0,379.0,108,5.22677356303526,0,316.0,87,7.448171313028859,0,180.0,12,7.321007749858872,0
8.0,1,3.0,1,8.0,5.0,5.0,1,0,4,1.0,1,2.0,1.0,2,2,1.0,2.0,1.0,0,2,2,24.0,11.0,6.0,0,2,1.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,18.0,50.0,1,7.0,43.0,7,2.0,2.0,1.0,4,18.0,72.0,66.0,0,0,35,0,273.0,101,5.125770014653802,39.0,84,5.0969847259689125,0,68.0,52,5.3270637149673234,0,31.0,71,5.56229729848397,0,101.0,110,7.02908872048709,0,380.0,104,5.1672149595059125,0,174.0,104,5.164278556020863,0,84.0,87,7.972852647929052,0,336.0,9,6.783881200196365,1
7.0,2,3.0,2,8.0,5.0,5.0,1,0,4,8.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,1,2,19.0,11.0,6.0,0,1,2.0,2.0,1,1,5.0,2.0,13.0,6114.0,2,2,13.0,45.0,2,4.0,60.0,7,2.0,2.0,1.0,2,14.0,96.0,96.0,0,0,0,0,279.0,104,5.122673423156973,39.0,83,5.097209681863198,0,401.0,52,5.171185060076388,0,193.0,77,6.038720837147452,1,105.0,118,6.984287444923278,0,118.0,99,5.139131591625339,0,193.0,106,5.232177213074662,0,126.0,96,8.12066016219428,0,250.0,8,6.397357687842425,0
6.0,2,3.0,1,8.0,5.0,5.0,1,0,7,1.0,1,2.0,2.0,1,2,1.0,2.0,2.0,0,1,2,15.0,11.0,1.0,0,2,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,20.0,39.0,1,3.0,37.0,7,2.0,2.0,1.0,8,15.0,64.0,59.0,0,0,35,0,273.0,96,5.116425470479754,39.0,85,5.097388797974144,0,385.0,48,5.442234948945622,0,250.0,72,5.543946201957089,0,83.0,110,7.0321548116446895,0,380.0,108,5.1406612757495775,0,256.0,106,5.196575720593463,0,80.0,88,7.490508010155501,1,372.0,35,7.693886637642465,0
1.0,1,3.0,1,8.0,3.0,5.0,2,0,6,1.0,2,2.0,8.0,2,2,1.0,2.0,2.0,0,2,2,21.0,11.0,1.0,0,2,2.0,2.0,1,2,2.0,1.0,13.0,4211.0,2,2,15.0,45.0,2,6.0,25.0,1,4.0,2.0,8.0,6,19.0,49.0,48.0,35,35,0,0,208.0,96,5.097554463200647,39.0,86,5.0910415967369,0,231.0,51,5.919694307649655,0,20.0,75,5.503844386191046,0,105.0,113,6.981930041466694,0,197.0,107,5.148434734798057,0,255.0,104,5.158771983307299,0,258.0,87,7.18628271507428,1,153.0,76,7.724524568778599,0
4.0,1,3.0,2,8.0,5.0,5.0,1,0,8,6.0,2,2.0,2.0,1,2,1.0,2.0,2.0,0,1,2,28.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,1,18.0,45.0,2,6.0,58.0,7,2.0,4.0,1.0,5,20.0,91.0,80.0,0,0,0,0,71.0,101,5.1364060711093895,39.0,84,5.098076822316878,0,60.0,48,5.584992345365623,0,224.0,73,5.608366550993111,0,105.0,111,7.004490612165676,0,183.0,97,5.177587615573149,0,120.0,105,5.156135104878777,0,84.0,84,8.01811484093708,0,92.0,15,6.965723873503705,1
8.0,1,3.0,1,8.0,7.0,5.0,1,0,11,1.0,1,2.0,1.0,1,2,1.0,2.0,1.0,0,2,2,23.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,13.0,78.0,1,6.0,42.0,7,3.0,2.0,1.0,2,16.0,62.0,68.0,0,35,35,0,76.0,105,5.098781931359738,39.0,85,5.096764068823154,0,520.0,52,5.393820307299076,0,116.0,74,5.69020674674205,0,104.0,118,7.017731024105537,0,300.0,101,5.130236625106821,0,159.0,105,5.203960667915231,0,200.0,84,7.634851902661862,0,260.0,27,7.561210525807062,1
7.0,2,3.0,1,8.0,8.0,5.0,2,0,7,1.0,2,2.0,1.0,1,2,1.0,2.0,2.0,0,1,2,10.0,11.0,6.0,0,1,2.0,2.0,1,1,2.0,2.0,13.0,6114.0,2,2,35.0,40.0,1,5.0,43.0,7,2.0,2.0,1.0,2,16.0,80.0,60.0,0,35,35,0,250.0,103,5.106966871785847,39.0,84,5.0949322286970755,0,1.0,51,5.23547486342477,0,157.0,72,5.864114182400958,0,104.0,117,7.021848951623568,0,300.0,105,5.134621437626101,0,379.0,106,5.2228777168577185,0,292.0,91,7.721567861396167,0,233.0,10,6.878130619240631,1
11.0,2,3.0,1,8.0,6.0,5.0,1,0,5,6.0,2,2.0,2.0,1,2,1.0,2.0,2.0,0,1,2,32.0,11.0,6.0,0,2,2.0,2.0,1,2,2.0,2.0,13.0,6114.0,2,2,18.0,45.0,2,6.0,27.0,7,2.0,2.0,1.0,5,15.0,45.0,44.0,0,35,0,0,273.0,97,5.108139982059242,372.0,84,5.099269298104618,0,385.0,48,5.484256142713619,0,183.0,72,5.618351183849104,0,105.0,110,7.0170163440842845,0,80.0,103,5.1331927772778805,0,55.0,104,5.198312473216031,0,196.0,87,7.413212971934351,1,100.0,56,7.679934051420501,0
11.0,2,1.0,2,8.0,5.0,5.0,2,0,9,6.0,2,2.0,2.0,1,2,1.0,2.0,2.0,0,2,2,16.0,11.0,1.0,0,1,2.0,1.0,1,2,5.0,2.0,11.0,5221.0,2,2,8.0,45.0,2,2.0,64.0,1,2.0,2.0,1.0,3,13.0,90.0,94.0,35,0,0,0,220.0,105,5.117083906003411,39.0,83,5.087595544179921,0,13.0,52,5.181206849377492,0,261.0,79,5.9109530306728635,0,83.0,112,6.983917259709963,0,265.0,94,5.119757793827739,0,166.0,104,5.189633001951132,0,80.0,88,8.191309355157925,1,253.0,8,6.265801099760858,0
8.0,2,3.0,1,8.0,3.0,5.0,1,0,7,6.0,2,2.0,1.0,1,2,2.0,2.0,1.0,0,1,1,9.0,11.0,6.0,0,2,2.0,2.0,1,2,1.0,2.0,13.0,6114.0,2,2,15.0,45.0,2,6.0,52.0,7,2.0,2.0,1.0,4,17.0,85.0,67.0,0,35,0,0,273.0,102,5.127779698410555,39.0,83,5.098441667993607,0,360.0,52,5.26125982766756,0,325.0,72,5.533731915078693,0,104.0,111,7.02274659331177,0,413.0,101,5.168552497101806,0,19.0,106,5.170576663331888,0,84.0,88,8.077498499345765,1,316.0,8,6.425524036697791,0
